,000,10,100,11,12,13,14,15,16,17,18,19,20,2010,2011,2015,2016,2017,2018,2019,2020,2021,2025,21,22,23,24,25,26,27,28,29,30,31,32,35,40,50,59,60,61,62,63,64,65,66,67,68,69,70,aan,aanpak,aantal,advies,af,al,alle,alleen,als,and,andere,antwoord,artikel,basis,bedrijven,belang,betreft,bij,bijlage,bijvoorbeeld,binnen,brief,daarbij,daarnaast,dan,data,datum,deel,den,deze,die,dit,doen,door,dus,eerste,eigen,er,eu,euro,europese,extra,figuur,financiële,for,gaan,gaat,gebruik,geeft,geen,gegevens,geldt,gemaakt,gemeenten,geval,geven,goed,grond,grote,haag,hebben,heeft,hier,hierbij,hoe,https,huidige,hun,ii,ik,indien,informatie,ja,jaar,jaren,kabinet,kader,kamer,kan,kenmerk,km,knooppunt,komen,komt,kosten,kunnen,leden,lid,maar,maatregelen,maken,mbo,meer,mensen,met,miljoen,minder,minister,ministerie,moet,moeten,mogelijk,na,naar,nederland,nederlandse,nemen,niet,nieuwe,nl,nodig,nog,nr,nu,of,om,omdat,on,onder,onderdeel,onderwijs,onderzoek,ontwikkeling,onze,ook,op,opgenomen,over,overige,pagina,partijen,per,periode,personen,problemen,programma,raad,rapport,regeling,regio,respondenten,resultaten,risico,rws,samen,samenwerking,scholen,sector,sprake,staat,tabel,te,ten,the,to,toe,tot,totaal,tussen,twee,tweede,uit,uw,vanuit,veel,verder,verschillende,via,voor,vraag,vragen,waar,waarbij,waarin,was,wat,we,wel,welke,werd,werken,wet,worden,wordt,www,zaken,zal,ze,zich,zie,zien,zij,zijn,zo,zoals,zorg,zou,zowel,zullen,één
30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,3,7,0,0,1,4,0,0,1,0,2,0,3,5,2,5,0,4,0,1,0,4,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,0,1,1,0,0,0,0,14,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,0,8,1,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,0,1,0,1,1,7,1,1,0,1,0,11,0,5,0,1,0,0,4,0,0,1,0,1,0,2,3,7,1,0,0,0,0,0,1,1,5,1,5,0,0,1,1
31,0,3,0,4,1,0,2,3,0,1,1,2,0,13,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,29,5,3,8,3,2,10,11,11,0,0,5,0,3,4,24,0,7,1,0,0,3,7,1,1,0,1,18,8,25,2,24,3,2,2,2,0,0,0,1,0,0,1,0,4,1,1,5,1,1,3,0,0,1,4,0,1,1,7,11,3,3,1,0,10,3,0,0,5,2,0,11,1,1,0,0,16,0,0,0,4,4,0,13,0,0,6,0,1,0,15,1,33,0,0,0,5,1,3,4,0,11,4,6,0,14,3,1,1,0,1,1,21,10,4,1,3,0,0,6,8,0,14,44,0,21,1,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,38,3,5,0,1,22,5,10,2,6,15,0,1,2,1,11,1,29,32,1,0,2,8,1,4,0,10,0,1,1,0,16,16,1,1,0,0,2,4,1,0,28,6,4,18,6,3,1,3
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
36,0,3,2,21,22,3,22,4,3,2,3,33,20,0,0,0,0,0,3,17,51,13,0,7,1,2,2,1,3,4,0,8,2,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,80,6,7,29,1,20,4,3,25,0,26,0,4,6,2,7,2,56,2,10,2,7,16,7,18,0,20,2,3,78,58,35,2,34,6,8,3,33,6,0,4,15,0,7,0,16,21,20,3,9,5,4,9,37,6,8,7,8,4,3,9,32,12,3,15,1,5,9,23,0,3,5,0,8,2,155,4,7,47,0,0,0,7,1,6,35,0,0,6,9,17,0,24,1,98,11,0,7,2,10,8,14,6,28,12,6,11,34,5,5,9,13,21,4,26,100,3,0,17,5,1,2,1,21,57,102,3,53,1,20,17,10,2,6,3,2,3,1,4,1,0,1,1,0,5,16,0,2,0,4,0,132,9,0,0,0,35,0,4,2,9,18,5,6,7,7,10,9,155,1,5,7,4,2,0,3,2,7,9,1,10,14,70,49,2,9,38,10,14,1,3,7,39,16,29,11,1,4,4,4
37,66,115,95,196,228,186,97,273,79,78,119,32,25,0,0,1,8,8,28,298,332,516,10024,210,86,96,332,326,405,313,341,479,481,458,831,191,350,513,1333,1824,1628,2247,2154,2655,3842,3543,3428,2087,1335,814,52,0,12,0,4,5,14,5,29,0,11,0,11,19,0,1,3,44,296,9,25,0,7,8,50,0,13,11,502,79,49,76,2,62,4,4,0,44,0,0,1,1,8,1,0,0,6,0,11,46,4,13,5,0,3,1,4,8,2,0,2,32,14,8,1,2,0,0,11,0,9,2,4,172,6,0,2,1,22,2,1730,17600,0,1,5,8,0,5,8,74,1,0,104,0,118,0,6,15,0,7,5,30,9568,38,12,3,10,59,111,9,4,16,1,2,51,54,8,221,14,2,0,59,6,0,23,260,25,23,11,264,0,11,11,0,1,0,1,2,6,0,0,7,0,1695,0,0,0,1,21,2,10,90,44,0,0,2,95,6,43,2,5,40,0,2,3,2,6,8,164,0,1,37,6,11,13,6,0,5,11,1,0,16,86,180,9,7,40,1,4,1,5,0,128,6,17,2,0,4,4,10
38,17,12,12,5,7,5,6,9,7,44,2,12,1,0,0,3,2,24,16,80,2,0,3,4,0,2,2,1,2,2,0,29,1,0,0,0,1,4,0,1,0,0,0,0,4,0,0,1,0,0,52,1,13,0,3,4,10,2,33,0,11,77,2,12,0,0,8,34,0,12,6,4,3,5,16,5,30,24,4,72,68,28,1,27,2,1,0,20,0,2,0,4,0,1,1,1,6,8,1,51,30,7,18,6,11,4,2,0,1,4,12,34,20,5,16,6,0,9,1,11,10,6,7,69,3,1,2,2,10,0,0,0,4,5,102,4,12,16,3,0,16,1,10,10,118,8,1,18,9,2,0,12,0,50,25,5,0,164,1,10,0,0,1,11,44,22,3,0,21,2,15,1,0,29,26,130,5,45,5,29,0,7,3,78,0,4,0,0,3,0,0,2,0,0,0,0,1,1,2,2,11,59,17,0,0,8,31,21,2,3,3,36,11,5,3,1,9,9,96,94,42,2,2,3,4,22,1,21,22,1,1,7,32,50,4,18,0,1,29,9,0,6,62,11,11,16,0,5,1,6
39,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,1,3,3,2,9,0,6,0,0,0,1,2,1,11,1,0,0,2,1,4,4,0,1,0,4,9,9,16,2,6,0,0,0,10,1,0,1,1,0,0,0,2,2,1,1,6,0,1,1,0,0,1,2,0,0,4,12,11,3,1,7,0,4,3,1,26,1,3,0,0,0,5,0,5,1,6,0,0,1,1,4,5,21,1,0,0,1,0,3,1,23,0,0,2,0,2,2,3,3,9,7,0,0,4,1,0,2,1,0,3,15,7,0,0,2,0,0,15,0,1,13,14,1,14,1,5,0,1,0,0,0,0,1,1,1,0,6,9,0,0,1,0,0,0,3,2,0,9,0,0,0,0,3,0,4,2,1,7,5,0,0,1,2,2,20,1,24,1,1,2,4,5,2,0,6,0,0,2,11,7,0,3,5,2,3,0,1,2,9,2,3,0,1,1,0,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,0,1,0,0,1,0,1,0,2,2,0,0,1,4,2,0,0,2,1,0,2,0,1,1,4,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,4,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,2,0,0,0,0,2,4,0,0,0,3,0,1,0,1,1,1,2,2,0,0,1,3,0,0,0,0,3,11,1,5,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,2,2,6,1,4,3,0,1,0,0,0,3,0,0,0,0,0,0,0
42,0,1,0,4,3,4,4,1,2,0,0,0,0,1,0,0,0,2,3,13,6,0,0,1,1,2,0,0,0,7,1,2,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,10,0,1,1,3,0,1,0,2,0,0,0,0,0,1,12,2,3,0,0,0,1,4,0,1,1,0,7,7,9,1,9,4,0,0,4,0,0,0,0,0,0,0,1,0,2,1,4,1,4,0,1,0,0,0,0,0,0,3,4,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,16,0,3,0,1,0,0,2,0,1,0,2,1,8,2,2,0,2,0,2,5,3,1,0,6,0,4,0,0,0,5,12,0,9,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,9,4,5,0,0,0,8,1,1,1,0,4,0,0,1,1,1,1,10,0,0,4,3,0,3,0,0,6,0,0,0,0,3,6,2,0,0,0,1,1,2,2,17,3,2,0,0,0,0,1
43,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,4,7,0,0,0,0,0,2,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0
51,0,1,0,1,1,2,2,1,1,2,1,0,1,0,0,0,0,0,0,1,16,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,2,2,2,0,0,0,0,1,0,1,1,6,0,0,2,0,0,0,1,0,1,0,4,16,3,11,0,4,0,2,0,8,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,3,0,2,0,21,4,4,12,2,2,3,17,2,0,0,4,1,0,4,0,0,1,1,1,4,6,0,0,2,0,1,2,0,2,0,0,2,0,3,0,19,0,0,2,5,0,0,5,1,5,1,0,2,24,2,17,0,2,0,0,3,17,3,0,0,0,0,0,1,0,0,20,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,6,0,1,0,2,6,1,0,0,0,1,0,39,0,4,2,3,2,4,5,0,0,1,1,0,6,2,2,17,0,5,0,0,1,0,1,4,16,1,0,2,0,0,2
52,15,8,2,7,3,2,2,3,2,2,3,2,2,0,0,0,1,1,6,38,0,0,2,2,2,2,36,2,2,2,2,2,2,2,2,2,4,1,1,2,2,1,1,1,1,1,1,0,0,0,26,4,5,0,4,3,5,1,36,0,10,0,0,12,2,2,5,18,0,1,2,0,4,4,5,2,1,1,1,21,20,21,1,8,0,8,19,19,0,0,0,0,0,1,0,3,2,2,1,14,0,1,3,0,0,1,3,0,3,0,2,14,2,0,0,1,3,6,1,0,3,1,1,9,1,0,1,0,16,0,0,0,1,5,9,8,3,0,5,0,2,0,5,0,95,0,2,0,4,11,8,6,2,35,7,1,2,23,17,1,4,18,0,4,10,19,1,0,3,0,0,3,5,0,25,62,0,3,4,0,6,8,1,0,0,6,0,4,0,1,0,3,3,0,4,10,0,4,1,1,0,36,1,7,0,3,11,2,1,2,0,33,0,8,5,3,0,3,118,25,0,0,4,3,1,4,0,6,6,0,1,1,36,14,1,0,2,0,9,4,2,0,27,3,9,1,1,3,1,4
53,0,2,1,2,3,1,1,1,1,1,1,1,3,0,0,1,2,1,5,4,1,0,0,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,7,0,0,5,0,35,46,15,0,13,6,4,3,3,37,8,3,3,1,4,3,8,0,2,1,17,26,27,18,2,13,3,5,3,27,1,0,1,1,0,0,9,2,7,2,1,25,0,1,3,2,3,4,4,0,3,1,12,8,4,6,10,0,10,8,1,0,2,0,8,9,1,5,0,0,18,0,1,0,5,4,3,15,6,1,4,9,3,3,8,8,46,0,3,12,25,4,8,9,9,16,18,7,2,16,5,4,2,5,1,1,72,35,4,10,14,3,1,5,4,0,18,84,2,78,0,0,1,3,0,6,2,0,5,10,13,0,0,0,12,0,0,1,0,0,5,6,0,50,11,61,39,4,27,1,13,2,2,15,0,1,2,2,3,4,108,12,1,3,3,6,0,28,1,3,13,0,32,17,30,21,2,26,1,4,2,1,1,6,20,11,0,3,4,7,2,2
54,18,91,40,69,53,47,27,64,30,36,33,41,82,0,3,3,4,77,68,44,2,4,0,29,26,30,29,49,29,27,26,31,422,29,26,31,45,46,9,32,12,8,16,17,23,8,10,6,21,26,178,3,72,3,16,59,90,45,153,3,93,5,1,37,21,10,16,210,16,16,31,2,26,19,368,28,1,27,1,138,353,114,105,113,19,31,15,143,6,3,0,15,67,110,2,96,82,192,32,131,12,31,15,2,20,23,59,0,7,0,91,69,17,18,6,54,189,52,1,7,10,34,8,330,3,12,10,1,45,0,0,0,54,22,28,73,0,0,33,2,93,424,120,16,455,5,38,2,19,23,14,43,29,289,13,4,6,420,13,70,37,38,0,16,478,240,28,3,240,55,157,38,36,1,126,564,4,136,27,1,0,77,12,16,0,0,10,3,61,1,59,11,1,0,27,1,3,152,3,27,62,389,40,4,2,8,92,40,24,29,22,75,11,19,44,24,12,13,725,26,18,23,3,18,16,51,53,98,17,7,16,6,61,70,29,3,25,13,35,35,21,78,342,9,31,39,26,47,16,31
55,1,17,9,3,7,5,6,13,12,7,13,9,9,0,4,12,6,7,23,1,3,0,0,6,5,7,7,14,5,2,9,2,81,9,3,3,3,15,0,6,0,0,0,0,0,0,1,0,0,1,124,3,10,4,5,14,41,19,71,13,130,0,242,12,1,31,15,98,0,8,10,0,14,11,44,1,0,10,0,150,208,110,24,83,9,56,2,42,15,29,21,1,0,69,4,7,15,25,7,33,80,25,15,0,27,8,6,44,1,0,39,48,13,6,1,5,3,74,14,0,36,302,0,13,1,2,32,39,38,0,0,0,3,6,28,50,1,140,22,8,26,0,39,0,149,19,3,16,5,33,60,11,16,35,59,7,12,151,17,1,17,13,11,17,186,131,13,6,73,48,0,13,0,0,72,268,37,90,9,0,2,17,4,18,1,0,13,2,3,0,0,1,26,0,2,0,0,1,11,14,0,276,33,4,5,5,183,0,9,12,35,69,0,2,4,5,8,9,291,2,8,8,7,14,4,4,0,24,15,1,3,36,161,177,6,9,56,0,23,31,6,47,140,14,32,1,10,8,22,6
57,2,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,1,8,12,5,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,2,1,0,3,0,0,0,0,0,0,1,1,9,1,1,1,2,0,1,7,0,2,1,4,11,13,8,3,4,1,0,3,3,0,7,1,1,0,0,0,0,0,4,0,6,0,0,2,0,1,0,0,0,0,4,2,2,1,0,1,0,2,4,0,12,0,0,0,4,1,2,0,1,3,5,0,0,0,3,1,7,1,1,1,3,3,0,3,0,21,5,2,1,5,0,3,5,1,3,1,0,1,3,3,0,0,1,4,1,4,11,1,0,1,3,0,0,0,0,11,16,0,14,1,4,0,3,0,2,0,0,0,0,5,0,0,0,0,0,2,0,10,0,0,0,0,15,0,0,0,2,5,2,2,1,1,3,1,1,1,1,0,1,41,1,0,0,1,0,1,0,0,1,0,0,0,0,5,10,0,5,4,5,2,0,1,5,5,2,3,0,0,1,0,0
58,0,11,0,2,1,2,3,0,1,0,1,0,2,0,0,0,0,3,5,7,12,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,4,1,4,1,0,0,10,1,2,15,2,11,2,0,2,3,0,0,10,0,3,2,0,22,10,8,0,4,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,5,6,0,4,0,0,0,0,9,0,0,4,5,1,0,0,0,0,0,0,13,3,14,0,0,1,0,1,1,8,1,0,0,2,1,0,0,0,6,3,0,4,0,1,0,7,0,0,1,0,4,0,1,1,7,0,1,0,21,0,4,1,0,1,0,12,4,0,0,4,0,0,0,0,5,7,25,1,3,1,5,0,2,0,3,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,10,6,2,0,2,6,1,0,0,3,5,17,0,0,0,0,1,6,0,1,1,0,0,0,0,0,2,0,0,1,1,11,7,3,6,0,0,0,2,0,0,8,2,4,0,4,0,0,2
59,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,26,2,0,7,2,9,0,0,0,0,6,0,5,0,17,0,1,2,0,0,2,4,0,0,1,1,5,3,3,0,6,7,1,1,9,0,0,1,1,0,1,0,0,5,0,0,5,0,0,0,0,2,2,3,0,0,0,5,5,1,1,0,11,0,2,0,0,3,1,1,0,0,0,1,1,7,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,14,0,0,0,12,3,1,2,4,6,0,9,1,5,0,13,1,3,0,0,15,15,0,0,2,0,0,1,0,0,3,18,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,4,1,0,9,0,0,0,0,3,0,0,0,1,7,0,5,0,1,1,3,16,1,0,1,2,0,0,3,0,3,1,0,0,0,11,16,11,2,3,0,3,3,0,3,15,1,0,0,0,0,2,4
61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,3,0,1,0,0,1,3,4,0,4,2,1,0,1,0,0,0,2,0,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,0,2,0,1,0,6,0,9,0,0,0,0,2,0,4,1,0,0,0,0,1,0,0,0,4,0,2,0,5,0,0,1,0,0,0,0,0,8,8,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,5,0,0,0,0,0,3,1,1,0,0,0,8,1,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,1,0,1,0,5,2,2,0,3,0,1,0
62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,1,1,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,10,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,5,20,1,2,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,2,0,3,0,0,0,0,1,0,1,1,3,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,2,0,8,5,6,0,1,0,0,1,0,0,7,2,1,0,0,1,2,6,1,1,0,1,10,4,2,0,0,1,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,2,3,6,0,3,0,0,0,6,2,1,0,0,0,0,1,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,8,1,4,0,0,0,0,0
67,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,1,1,7,0,6,0,0,1,2,0,0,14,0,3,0,0,0,0,8,0,0,1,0,12,14,7,0,10,0,0,1,4,0,1,0,0,0,0,0,0,3,0,0,3,0,2,1,0,0,4,0,0,2,0,4,2,1,1,4,0,0,2,0,5,4,0,0,0,1,1,0,0,12,0,0,0,2,2,4,6,0,0,1,0,0,0,4,0,7,1,2,0,0,6,1,2,3,0,3,0,0,6,4,0,2,7,0,2,12,9,2,0,4,0,0,0,0,0,8,7,0,6,1,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,14,1,0,0,1,5,0,1,0,0,3,3,0,1,1,0,2,14,0,1,4,2,0,1,2,2,1,2,0,1,0,6,10,0,0,5,0,8,0,0,2,9,3,3,0,0,0,4,1
68,0,4,0,0,2,0,0,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,2,3,2,0,0,0,0,0,0,0,1,2,2,2,4,1,0,2,0,7,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,2,1,1,7,1,0,7,0,3,1,5,0,1,0,4,1,0,2,0,0,0,1,3,1,7,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,1,2,5,1,1,0,5,0,0,0,2,0,1,0,7,0,0,2,0,1,2,1,0,2,0,3,0,0,4,1,2,5,6,0,1,1,0,0,2,0,2,0,0,0,0,1
69,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,1,0,0,0,0,2,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,5,4,2,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,2,2,3,0,0,0,0,2,0,2,0,14,0,0,0,0,0,1,3,0,1,0,0,1,5,1,0,0,3,0,0,2,3,0,0,2,0,0,0,0,0,5,6,0,1,0,0,0,9,0,0,0,0,0,0,6,0,0,0,3,0,0,1,0,0,1,1,0,7,0,0,0,1,5,1,0,0,0,1,0,1,0,0,0,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,4,11,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0
